,index,date,time,user_name,text,retweeted,preprocessed_text
4772,2920,07/03/2018,11:15,firetopphoto,"@curryspcworld Utterly shocked at the diabolical customer service on broken goods. Promises, promises, promises. Take your money and then if there is a problem, do nothing.",False,
4773,2921,07/03/2018,11:19,mojoshorthouse1,"ESSENTIALS Conventional Electric Oven &amp; Grill Easy-Clean White at Currys/ebay, £99.99  #lduk via @LatestDealsUK",False,
4775,2923,07/03/2018,11:25,mojoshorthouse1,"ESSENTIALS Slimline #Dishwasher A++ 9 Place White at #Currys/ebay, £159.99  #lduk via @LatestDealsUK",False,
4776,2924,07/03/2018,11:29,mojoshorthouse1,"#NOKIA BODY BMI #Smart Scale - Black at #Currys/ebay, £49.99  #lduk via @LatestDealsUK",False,
4777,2925,07/03/2018,11:31,LittleDarlingHa,Thank you @curryspcworld for the excellent service. Printer broke in middle of important work. Popped into #Watford and James swapped it within minutes for a new replacement under the warranty. Smart!,False,
4778,2926,07/03/2018,11:31,EllaFindlay,"When @curryspcworld lose your laptop  then tell you, you've got to wait even longer to see if it appears...",False,
4779,2927,07/03/2018,11:34,Goonerlover69,@GeniusFootball Well Currys ain't gonna be very happy! ,False,
4780,2928,07/03/2018,11:35,devamclean,Eagles rumors: Vinny Curry's $9M salary may prove too costly for Philly #SmartNews  ,False,
4781,2929,07/03/2018,11:36,CharlieB121,"@curryspcworld I've phoned and emailed you this morning but was wondering if you provide work experience for year 10 students? Could you let me know please? It's for July, 16th-20th. Many thanks.",False,
4782,2930,07/03/2018,11:37,mokong101,@curryspcworld  Paid for delivery around this time #NO SHOW  ,False,
4783,2931,07/03/2018,11:38,mokong101,@curryspcworld WHAT HAPPENS NOW ????? still waiting for my delivery . Driver MIA #bestserviceNOT,False,
4785,2933,07/03/2018,11:40,mokong101,@curryspcworld woke early still no show for my delivery wasted money and time #RWETHEREYET ,False,
4786,2934,07/03/2018,11:57,ZombieMugs,@curryspcworld do you have an idea when you will be getting in the Sony Bravia XF90 range? Website is still last years end of line stuff,False,
4787,2935,07/03/2018,11:58,Todddy26,"Not at all happy with @curryspcworld right now have a faulty product so went back to the store I brought it from and they would not give me a replacement only  a repair, I am not paying £450 for a second hand product worst of all the manger didnt care they wouldn't talk to me",False,
4788,2936,07/03/2018,11:58,TedUrchin,"@theresa_may @jeremycorbyn @Nigel_Farage Tell me, if you went to Currys to buy a cooker but were delivered a fridge, would you complain? #SecondReferendumNow",False,
4789,2937,07/03/2018,11:59,GBVoucherCodes,Voucher Code £70 Off at Currys PC World at Currys PC World  - £70 Off marked price on all la,False,
4790,2938,07/03/2018,11:59,GBVoucherCodes,Voucher Code £20 Off at Currys PC World at Currys PC World  - £20 Off marked price on all Ho,False,
4791,2939,07/03/2018,12:04,GrumpyTeepee,@TeamKnowhowUK @curryspcworld please can SOMEONE contact me to arrange the collection of the hob in a time that’s been confirmed and agreed by both you and I? Is that too much to ask? #CustomerExperience #HelpDesk #poorservice,False,
4792,2940,07/03/2018,12:10,Vouchers_Im,EZ Prints Global: $5 OFF for Every $20 Spent! | Currys: £20 off marked price on all Hoover dishwashers over £299 ,False,
4793,2941,07/03/2018,12:10,lilyinterrupted,@curryspcworld I have a Asus Zenbook Flip UX360CA that I bought from you a year and a half ago. The charger doesn’t work anymore. Will the LOGIK LPAULT 16 Universal Laptop Power Adapter work for with my laptop? I’m finding it really difficult to find some reliable information!!,False,
4794,2942,07/03/2018,12:13,okreyk,denzel currys n64 is one of the albums of all time,False,
4796,2944,07/03/2018,12:15,btomorrowuk,What is more fun that a party? Funfetti slime that is on sale! For a limited you can buy a party in a container for the unbeatable price of £4.09. Hurry sale is ending buy now!  @DunelmUK Dunelm @BandQ B&amp;Q Currys PC World  #cloudslime #depression ,False,
4797,2945,07/03/2018,12:21,_MichaelMagee,"@curryspcworld @TeamKnowhowUK 2 guys delivering my fridge there, stopped half way through delivery and said ""fuck this, we don't get paid to lift something this weight"" and left it where it was. Absolute joke ",False,
4798,2946,07/03/2018,12:25,uk_hotdeals,Currys PC World: £10 off£selected Heating and Air Treatment Orders Over £199 (Code: 10OFFHEATINGAIRR)  #deals #uk,False,
4799,2947,07/03/2018,12:25,_MichaelMagee,"no way have the guys from Currys delivering my fridge just said fuck this and left halfway through, hahaha gd service guys x",False,
4800,2948,07/03/2018,12:30,VoucherSeekers,10% off marked price on all Hotpoint products ,False,
4801,2949,07/03/2018,12:32,mokong101,@TeamKnowhowUK @curryspcworld  hope you can sort this out #courtesy,False,
4803,2951,07/03/2018,12:35,nickhudgell,@curryspcworld Hi - how can I tell if a store has a particular product in stock?,False,
4804,2952,07/03/2018,12:35,okreyk,denzel currys n64 is one of the best albums of all time,False,
4806,2954,07/03/2018,12:36,okreyk,denzel currys planet shrooms is one of the most unique rap albums of all time,False,
4808,2956,07/03/2018,12:37,annafboggi,Huge Thankyou to Phil from @SkyUK who has been incredibly helpful today installing our TV! He even saved me £80 by telling me I didn’t need the cables Currys sold me today as the HDMI I have is 4K compatible #EveryLittleHelps,False,
4809,2957,07/03/2018,12:41,xoxlove124,@curryspcworld my grandads just found out his gift card has just expired for your store !Could you help please !,False,
4810,2958,07/03/2018,12:43,TeamKnowhowUK,"@nickhudgell Hi Nick. You can check on our website. If an item is in stock, you can reserve it for collection. Details can be found at  Thanks. Carrie.",False,
4811,2959,07/03/2018,12:47,Emmawall2247,#curryspcworld disgusted with the service from your Wigan store my grandmother has been waiting for a cooker since the 24th January delivered once smashed front delivered yesterday scratched up told by staff at store will receive I've a phone call guess what no phone call!,False,
4812,2960,07/03/2018,12:49,mojoshorthouse1,"#ICONBIT Smart S #Scooter - Black - 12 Km/h with Self-Balancing at #Currys/ebay, £309  #lduk via @LatestDealsUK",False,
4815,2963,07/03/2018,12:58,mike_jonesGB,went to get fone fixed earlier when i notice the shop I was in is called 'currys pc world'. shock an panic. cold sweats. start smasing up the cumputers in a moment of rage. lamp the bloke behind cownter an nick a new moteroler. cant be seen dead in a gender fluid shop like that.,False,
4816,2964,07/03/2018,12:59,Faith_Lietzke,Kawhi Leanord picks Currys pockets and slams it home ,False,
4817,2965,07/03/2018,13:02,mojoshorthouse1,"#SAGE by Heston Blumenthal Smart Waffle Maker - Silver, £84.97 at Currys PC World  #lduk via @LatestDealsUK",False,
4818,2966,07/03/2018,13:06,mike_jonesGB,went to get fone fixed earlier when i notice the shop I was in is called 'currys pc world'. shock an panic. cold sweats. start smasing up the cumputers in a moment of rage. lamp the 'masarla muncher' behind cownter an nick a new moteroler. job done.,False,
4821,2969,07/03/2018,13:10,mojoshorthouse1,"#FITBIT Blaze - Slim Pink &amp; Gold, £169.99 at Currys PC World  #lduk via @LatestDealsUK",False,
4823,2971,07/03/2018,13:16,jones_cruise,@curryspcworld @Dell @NOWTV No delivery no contact no care shown. Utter pathetic. Once we contacted only offered £22 which is insulting. Now you are processing £22 like we have accepted this. Never known such poor service. I’ve emailed and no reply. Do you care.. no you do not. AO is better and care more.,False,
4824,2972,07/03/2018,13:17,jones_cruise,@curryspcworld No delivery no contact no care shown. Utter pathetic. Once we contacted only offered £22 which is insulting. Now you are processing £22 like we have accepted this. Never known such poor service. I’ve emailed and no reply. Do you care.. no you do not. AO is better and care more.,False,
4826,2974,07/03/2018,13:23,theballisround,If you’ve ever reserved something online with @curryspcworld &amp; then waited 20 minutes for someone in store to find your product you understand why Amazon are doing so well.,False,
4827,2975,07/03/2018,13:29,ISSAboveYou,"Hi *amazing* @Space_Station from @CRSD_HMS Mr. Curry’s Science Classroom ISS-Above in Holland MS (Philly), PA USA 414.5 mi @CarlSaganRox @NASA_Johnson #issabove ",False,
4830,2978,07/03/2018,13:35,btomorrowuk,How can you buy 13 slime for under £10? Brighter Tomorrow's bakers dozen offers 13 slime and for a limited time you can get 13 slimes at an on sale price of £8.99.  @MSE_Deals MONEY Money Saving Mom @Argos_Online Argos Currys PC World  #savemoney #Deals ,False,
4831,2979,07/03/2018,13:45,LaTrayBelle,Completely disappointed with @curryspcworld. Got a text to say that our delivery of a fridge freezer was supposed to be coming between 09:50 - 13:50. Waited all morning with no call to say they were in the vicinity so picked my toddler up &amp; then they come   please DM 7426360XXX,False,
4832,2980,07/03/2018,13:47,LaTrayBelle,"Called the driver back immediately and text and no answer when I could have been 10 minutes away, had they answered or been kind enough to wait. Thanks to @curryspcworld our 2 year old will not have fresh food until they “reschedule”!",False,
4834,2982,07/03/2018,14:02,len666saw,@TeamKnowhowUK @curryspcworld when you order a dishwasher on 28th Feb for delivery on 2nd March and they mess you about after failing to meet 3delivery dates&amp;now you have to wait till 14th March 2018 after calling to see where dishwasher is after missing daughters school play ,False,
4835,2983,07/03/2018,14:02,valeriochang,"Dear @ICOnews, @curryspcworld (Ref CC3645356) tells me on the phone that they cannot amend my email address entered incorrectly by staff. 

I think this is a ""Personal data breach"" as they are ""sending personal data (like physical address) to an incorrect recipient"". Am I wrong? ",False,
4836,2984,07/03/2018,14:03,jones_cruise,@curryspcworld Still waiting.....,False,
4837,2985,07/03/2018,14:03,codeanish,Some companies like @curryspcworld are going to struggle in the modern world. Logistics are a shambles,False,
4838,2986,07/03/2018,14:04,len666saw,@curryspcworld @TeamKnowhowUK  and the money was taken out of my account on the 1sf March #awfulcusyomerservice,False,
4839,2987,07/03/2018,14:20,SWFourteen,"@curryspcworld @Dell @NOWTV Curry’s at  Ivy Bridge Retail Park TW7 7DY don’t bother to answer the phone, ever. And it’s like a Death Star in there with bored, zombie-like staff. Going to John Lewis instead.",False,
4840,2988,07/03/2018,14:30,LucieRedgrave,"@curryspcworld I specifically paid for next day delivery yesterday, received an email stating it was on it's way and now have received another email saying it wont be delivered till tomorrow, with no explanation as to why or with a refund. Can you please explain this to me?",False,
4841,2989,07/03/2018,14:42,JamesLeeHudson,"@curryspcworld had a new dishwasher fitted/ old taken out in just under 8minutes! 
 Even better was kind staff who also told me I was number 22 of 35 fittings today please give those guys some love fantastic job Guildford",False,
4842,2990,07/03/2018,14:42,MoodyMaths,@TeamKnowhowUK - this is very interesting ,False,
4843,2991,07/03/2018,14:43,gwyther_chris,"@TeamKnowhowUK and @curryspcworld Paid for installation and to take away old item for recycling. 3 men arrive and don’t know how to turn the water off. They can’t plumb in a washing machine and left my premises like this. Absolute joke. Team know how,team not a clue. Dreadful!!!! ",False,
4844,2992,07/03/2018,14:44,PaulGrayburn,@curryspcworld @TeamKnowhowUK Was about to buy a new TV from yourselves but you’ve upped the price. Think I’ll get it from @johnlewisretail instead.,False,
4846,2994,07/03/2018,15:00,FashionTrendsEv,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ",False,
4848,2996,07/03/2018,15:05,ashappyasme,"Get fit in style with Fitbit  Blaze - a smart #fitness watch that helps you maximize every workout and every day for just £169.99
 ",False,
4849,2997,07/03/2018,15:19,CoreyKnoop,@curryspcworld gotta love going into Norwich store to buy £229 Sony sound bar only to be told the one they have is on display &amp; it's a massive hassle to get all the display apart &amp; free the wires? It'll take ages the sales rep said... #lostrevenue #johnlewisinstead,False,
4850,2998,07/03/2018,15:36,PaulRiley,@curryspcworld drove for an hour to pick up a reserved Dyson V8 @£389 only to find out the price has been jacked up to £569 and manager says tough offer has finished!! #hackedoff,False,
4851,2999,07/03/2018,15:45,the_funkhouse,@AppleSupport This is an email from my friend Fred... (not Currys) ,False,
4852,3000,07/03/2018,15:54,TeamKnowhowUK,"@PaulGrayburn @johnlewisretail Sorry you have missed out on the lower price. We do offer a price match if this applies here. Thanks, David

",False,
4854,3002,07/03/2018,15:54,PPjanenolan,@LoobieLou75 @SamsungUK @MartinSLewis It was through currys. I got the email address online.  Anyway result but could have done without stress. When the executive called me today he said let the washing machine come 2norro. Email him when all done and he'll sort out rest compensation I presume. x,False,
4855,3003,07/03/2018,15:58,MissPriPatel,@CurrysPCWorld disappointed with curry’s #culverhousecross #cardiff who wouldn’t give me my item ordered 05/03 at the reservation price even though I had a resevation email. Disgusting customer service. Does not say anywhere in your email collection need to be within 24-48hrs,False,
4858,3006,07/03/2018,16:23,MSFT_Gareth,Great session today @curryspcworld with #Teamknowhow talking about all things #microsoft #windows10 #ACPC #Surface. ,False,
4860,3008,07/03/2018,16:34,Vexed_GG,@ESLUK @ESL @IntelUK @curryspcworld @csgo_dev We're #FeelingVexed.. Are you?,False,
4861,3009,07/03/2018,16:34,collnewsupdates,"Highlanders Defeat No. 7 LBSU Behind Curry's Double-Double, Move on to BWT Quarterfinals ",False,
4863,3011,07/03/2018,16:38,leanne_lunt,@curryspcworld disgusting service today. Paid for next day delivery of a new fridge/freezer and it’s damaged and can’t deliver until Friday!!!! Phoned up cust services and the advisor really couldn’t careless. Not impressed!!!!,False,
4867,3015,07/03/2018,16:49,mawiab,@TeamKnowhowUK @DCSebJ @dachsys Once again my mum has been let down by @curryspcworld completely unhappy! Delivery driver has just phoned to cancel delivery and installation once again... this is now the fourth time being let down! #notgoodenough told up to 7:30 tonight for delivery called at 4:45 to cancel,False,
4869,3017,07/03/2018,16:50,PCMagUKDeals,"Save a total of £46 off an @HP all-in-one wireless printer at @curryspcworld with code ""GET5OFF"" and get 7 month free trial of HP Instant Ink
 ",False,
4870,3018,07/03/2018,17:00,JCPinManchester,Business Advisor @curryspcworld #Wigan See:  @JobsatDC #Jobs #WiganJobs ,False,
4871,3019,07/03/2018,17:01,whitealbo,Very disappointed with the level of customer service at Southport @curryspcworld,False,
4872,3020,07/03/2018,17:02,DatChiChi,@bballbreakdown How exactly do you measure this? I feel like different positions create an unfair disadvantage for Currys impact in Houston when putting him in hardens position,False,
4876,3024,07/03/2018,17:07,amybanamy64,@samjharding8 @curryspcworld @TeamKnowhowUK @DixonsCarphone @ICOnews @TheSun Omg that’s well bad Mama Harding,False,
4877,3025,07/03/2018,17:08,Regular__Family,@curryspcworld thanks for not delivering my whole order. My tenants don’t want to wash their clothes.  Won’t bother with ordering again from you. Hello @ao can you help??,False,
4879,3027,07/03/2018,17:19,GavApple,@annafboggi @SkyUK Isn't that hashtag Tesco? Not Currys or Sky? haha,False,
4883,3031,07/03/2018,17:23,TeamKnowhowUK,"@mawiab @DCSebJ @dachsys @curryspcworld Hi, looking into this now for you and will respond shortly. &gt; Ollie.",False,
4885,3033,07/03/2018,17:30,TheLondonTree,"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ",False,
4886,3034,07/03/2018,17:31,SpottedBargains,Flash Sale is now on at Currys ,False,
4888,3036,07/03/2018,17:33,SpottedBargains,Panoramic 360 Action Camcorder - Black | Free Delivery | Currys £69.97 Save £269.03 ,False,
4889,3037,07/03/2018,17:37,Reimer_Bard,"@Coldwar_Steve The Western electrical goods honeypot that would draw the Ossies through Chequepoint Charlie inexorably, and plain old Alan Sugar as he was then, having failed to interest the store-manager in stocking the Amstrad C6, dejectedly off to try Currys.",False,
4890,3038,07/03/2018,17:39,mcdaymo,When your @hue light throws a hissy and blows up.....@curryspcworld how do I get a replacement I purchased it as a twin pack from your website,False,
4891,3039,07/03/2018,17:39,SpottedBargains,LG GBF59NSKZB 67/33 Fridge Freezer - Stainless Steel | Free Delivery | Currys  £499.99 Save £200.00 Was £699.99 ,False,
4892,3040,07/03/2018,17:40,Regular__Family,@ao Thanks for your help Katie. Quicker reply than @curryspcworld,False,
4893,3041,07/03/2018,17:41,SpottedBargains,"DELL Inspiron 15 7570 15.6"" Laptop &amp; NOW TV Entertainment Pass Bundle | Free Delivery | Currys £719.00 Save £295.99 Main product was £999.99 ",False,
4895,3043,07/03/2018,17:44,Northernclown,@StockingsRme It's the 18 pints of Guinness and 3 Currys a day diet ... I swear by it,False,
4896,3044,07/03/2018,17:45,YourJobsIn1,Sales Consultant Currys PC World ,False,
4897,3045,07/03/2018,17:45,SpottedBargains,"JVC LT-39C460 39"" LED TV | Free Delivery | Currys Reduced to £199 (using code on page) ",False,
4898,3046,07/03/2018,17:49,MattTams,"@ThomasPeachLib @katherinehelen_  Infuriating. Firstly, glad you're okay! Secondly, can recommend Currys PC World for dash cams – often have a decent sale on. My dad's from there works a treat too apparently.",False,
4901,3049,07/03/2018,17:56,LordBabyBrown,@curryspcworld @CurrysKnowHow you @HotpointSupport cover is a complete waste of time. I’ve got to wait almost a week for someone to come fix my fridge freezer. All my food is going to go off. What is the point of taking out this cover? #awfulservice,False,
4902,3050,07/03/2018,17:57,DoonbegFootball,"Senior Men Cusack Cup v O'Currys (Mar 10, 16:00). See  for more. #clubify",False,
4903,3051,07/03/2018,17:57,DoonbegFootball,"Senior Men Cusack Cup v O'Currys (Mar 10, 16:00): powered by Clubify ",False,
4904,3052,07/03/2018,17:59,WoodenGuild,Minecraft How To Build Stephen Curry’s logo  ,False,
4905,3053,07/03/2018,18:00,JCPinBirmingham,Retail Management Apprentice @curryspcworld #CoventryAirport #CovJobs #NAW2018 See:  ,False,
4906,3054,07/03/2018,18:22,SC30_unvrz,"NBA Golden State Warriors star Stephen Curry's Charlotte, N.C.-area home hits market for $1.55 million - San Fran... ",False,
4907,3055,07/03/2018,18:24,GarnetbankPS,P6 enjoyed a fantastic visit to #CurrysPCWorld. They explored all the latest software and equipment and left with increased knowledge and technologically inspired. Big thank you to all management and staff. ,False,
4909,3057,07/03/2018,18:35,sg79,"awesome when you pay @curryspcworld extra to get a delivery on Tuesday and @DPD_UK doesn’t even try deliver by Thursday.
Both blame non-existent “bad weather”",False,
4911,3059,07/03/2018,18:46,ScottWyper,"I have only had this @SamsungUK TV since Xmas 2017, surely it shouldn’t have screen bleed at the bottom like this?! Very unhappy. Purchased from @curryspcworld ",False,
4912,3060,07/03/2018,18:50,photosbyash,@curryspcworld awful service in the pontarddulais road Swansea store !!!! Orderes 2 items for collection only give me 1 tell me all in 1 bag wrong 30 miles round trip back I go to 5 staff members talking doing ball all!!!! ,False,
4913,3061,07/03/2018,18:54,YRNVolt,now look at currys attempts compared to the others ,False,
4914,3062,07/03/2018,18:58,ESLUK,"[LIVE]  The @ESL Premiership 2018 Spring Season for Counter-Strike: Global Offensive!    

Powered by @IntelUK &amp; @curryspcworld! #ESLPrem ",False,
4915,3063,07/03/2018,18:59,WoodenGuild,Minecraft How To Build Stephen Curry’s Logo (Tutorial)  ,False,
4916,3064,07/03/2018,19:00,ThomasTyrrell,"@curryspcworld shocking and uncaring service, my pensioner father in law orders new washing machine, arrives with a dent, not interested is swapping, customer services told him (a 75 year old) man to take it in store. Please resolve",False,
4918,3066,07/03/2018,19:08,lauradavies24,@BBCTheArchers Is tonight's episode sponsored by Currys? All this telly talk! #thearchers,False,
4920,3068,07/03/2018,19:11,mariobilotti,"I'm at @CurrysPCWorld in Galway, Republic Of Ireland ",False,
4921,3069,07/03/2018,19:18,markbirch1970,@curryspcworld never ever buy anything from you again team know how don’t know how disgraceful service will be letting everyone know that 2.5 says,False,
4922,3070,07/03/2018,19:19,markbirch1970,@curryspcworld never ever buy from you guys again team know how don’t know how disgraceful customer service u should be ashamed terrible company,False,
4923,3071,07/03/2018,19:30,Devi8or,@SportsModelLuvr @lawlornfl Only counts for $5.5M this season. 3/$18 left on his deal.....lower than Currys cap number lol,False,
4924,3072,07/03/2018,19:33,HuckleberyFINGA,okay so vinny currys getting cut and now with bennett we have improved what was already the best DL on the league. dont @ me,False,
4927,3075,07/03/2018,19:39,shanecraig1212,@ScottWyper @SamsungUK @curryspcworld Take curry’s down,False,
4928,3076,07/03/2018,19:43,tnylister50,"@truefaith1892 Bought from Currys...plays vinyl,CDs cassette tapes,and Bluetooth. ",False,
4929,3077,07/03/2018,19:45,DWIGHTWHITE,@AJ_Iez Last thing we need are guys no one else wants that divide a locker room. Guess that means Currys gone,False,
4930,3078,07/03/2018,19:45,AbsMerali,"@Lizzie_Supports @curryspcworld @TeamKnowhowUK @DCSebJ Thx @Lizzie_Supports.

Look how cheesy that smile is hehe",False,
4931,3079,07/03/2018,19:46,ScottWyper,"@TeamKnowhowUK @SamsungUK Hi. I’ve already done this, @SamsungUK have informed that this is not a fault but rather a “feature” of the TV and will not submit it for repair. @curryspcworld keep pushing me through to Samsung. Don’t know where to go from here.",False,
4932,3080,07/03/2018,19:46,AdamBak85615522,Thanks @curryspcworld  sat in all afternoon for my washing machine but you forgot to tell me it was out of stock and I won’t be getting one!!,False,
4933,3081,07/03/2018,19:50,ScottWyper,@shanecraig1212 @SamsungUK @curryspcworld Did you mean Take down Curry’s...or take Curry’s down as in ,False,
4934,3082,07/03/2018,19:51,shanecraig1212,"@ScottWyper @SamsungUK @curryspcworld The 2 nd option 
But either would be funny ",False,
4935,3083,07/03/2018,19:52,ElectralandOnFM,The Currys - Station ID Currys Singing,False,
4936,3084,07/03/2018,19:57,Worthy3_,"@curryspcworld Is there any possible way a HUGE fan like me simply get a follow, it'd truly mean the world to me, this is my biggest dream! ",False,
4938,3086,07/03/2018,20:08,Tony95768189,"If you buy anything from Currys, don't expect correct installation or disposal of old kit. They'll say anything for a sale and take your money. #moneyforoldrope",False,
4939,3087,07/03/2018,20:09,Gloves84,@curryspcworld 3 weeks and counting to have dishwasher delivered and installed. Diabolical and shambolic customer service and still not resolved. What you going to do?#awful,False,
4940,3088,07/03/2018,20:09,soniaweir,@curryspcworld I need to talk to someone about my order and your customer service helpline is so frustrating as I can’t get through to anyone. I want to talk to someone about my delivery urgently!,False,
4941,3089,07/03/2018,20:13,mojoshorthouse1,"#LG SH2 2.1 100 W Bluetooth Sound Bar Wired #Subwoofer at Currys/ebay, £99.99  #lduk via @LatestDealsUK",False,
4944,3092,07/03/2018,20:33,matt_Dubs1,Top plays of Curry's career: #10 -- Crossing over Clippers ,False,
4945,3093,07/03/2018,20:37,daveyboyw,Does anybody else have a problem with CurrysPCWorld #shockingcustomerservice #currys #lguk,False,
4946,3094,07/03/2018,20:56,aIunasgeorge,@onIyzaynangel kings of technology! currys pc world is shaking!,False,
4949,3097,07/03/2018,21:04,NBCSPhilly,"There’s no question Vinny Curry played better this year.

But it’s virtually impossible for the cap-strapped #Eagles to keep him with a salary that doesn't match his production, writes @RoobNBCS: ",False,
4950,3098,07/03/2018,21:04,MeAMumAndMore,@DPD_UK where is my parcel from @curryspcworld ? I paid extra for NEXT DAY DELIVERY. It was due last Thursday and was delayed because of the snow. That was a week ago! Communications have been shocking!,False,
4951,3099,07/03/2018,21:10,angelosavva,"@curryspcworld check on line for a Fire 8 HD said in stock at Chelmsford, drove all the way there to be told none in stock, great service!!",False,
4954,3102,07/03/2018,21:19,iPhillySports,"For Eagles, Vinny Curry’s production just doesn’t match his salary ",False,
4956,3104,07/03/2018,21:28,ChannelZap,"New Advert for Currys PC World, broadcast just now on Channel 4+1. Check out our realtime Ad monitoring intelligence   ",False,
4958,3106,07/03/2018,21:30,TdoorRocks,"@curryspcworld Hey, what happened to your Windows Mixed Reality headset stock? The webpages give errors and I can't find the original listings for any of the headsets.",False,
4961,3109,07/03/2018,21:37,tscott4Jesus,So long #VinnyCurry best of luck for the remainder of your career. #FlyEaglesFly  ,False,
4962,3110,07/03/2018,21:41,SBW57,"@TeamKnowhowUK your help please: ordered a washing machine via Currys - delivery cancelled last week due to weather, rearranged for today before 2pm. Didn't happen. Spoke to your contact centre twice who couldn't track it down either. Still heard nothing.",False,
4963,3111,07/03/2018,21:48,Throbin_,"@SBJohn12 @Jet_Villain @SportsTalkJo3 acting like gs hasnt had peopel miss games
kd missed 8 games
draymond missed 8 games
currys missed 15 games
zazas missed 11
klay is the only one in the starting lineup thats missed less than 8 games",False,
4964,3112,07/03/2018,21:51,hinkinson85,@curryspcworld So... I recently went into one of your stores and purchased a new undercounter fridge and freezer. I went for Kenwood as they're a good quality brand. Imagine my disgust and disappointment to learn that all you've done is stuck a Kenwood sticker on a HiSense... ,False,
4965,3113,07/03/2018,22:13,ChannelZap,"New Advert for Currys PC World, broadcast just now on Food Network. Check out our realtime Ad monitoring intelligence   ",False,
4966,3114,07/03/2018,22:15,A____News,@curryspcworld Houzez - Real Estate WordPress Theme. Houzez is a professional WordPress theme designed for real estate agents and companies. Engage visitors and potential clients with custom Visual Composer ... ,False,
4967,3115,07/03/2018,22:16,shadmarlow1,Don't even pay for instant replacement insurance with curry's @curryspcworld went into one of your branches to be told the coffee machine we have is discontinued and will have to pay the difference for a new coffee machine! This isn't instant replacement! @curryspcworld ,False,
4969,3117,07/03/2018,22:19,shadmarlow1,@curryspcworld Only had the coffee machine 6 months for it to just stop working is frustrating! Then to ring customer services telling us you have them in stock to then drive to a local branch to be told it's discontinued! What's the point of paying the insurance?! @curryspcworld I want answers,False,
4971,3119,07/03/2018,22:31,WALKlNGTHEWlRE,@odetocutforth i switch around a lot when im not drinking cow milk. i usually do unsweetened coconut milk for cooking(such as currys) and sweetened for more smoothie/ general drinking/baking.,False,
4973,3121,07/03/2018,22:42,Kaya52502850,"@curryspcworld UK. great ad. Campaign. I like the use of different people and ethnicity, it represents your diverse staff in your stores and country as a whole. GOT MY ATTENTION. LOVE IT",False,
4974,3122,07/03/2018,22:43,jackieseddon2,"@curryspcworld Curry’s customer service stinks, I have received my new fridge freezer and it was damaged, sent it back having to wait till Sunday for a replacement.spent over an hour complaining but no one interested. Not good at solving problems but quick to take your cash.",False,
4975,3123,07/03/2018,23:43,Lisasan50364416,Top plays of Curry's career: #8 -- Record 13 3s vs Pelicans ,False,
4977,3125,08/03/2018,00:10,DameDidntAsk,@GoldenStateShow @TheKingDextro You mean Currys father?,False,
4979,3127,08/03/2018,00:12,mojoshorthouse1,"#NESPRESSO by #Krups Prodigio Smart #Coffee Machine - Black, £75.97 at #Currys PC World  #lduk via @LatestDealsUK",False,
4981,3129,08/03/2018,00:30,theukhighstreet,Currys PCWorld (@curryspcworld): 10% Off Hp Printers Over £39 #voucher ,False,
4982,3130,08/03/2018,00:30,BobbyRab1,I would appreciate you replacing the funds you have taken from my bank account for team knowhow @curryspcworld,False,
4983,3131,08/03/2018,00:34,mojoshorthouse1,"KAISER BAAS Dual Lens VR Full HD #Action #Camcorder LCD Screen at #Currys/ebay, £119  #lduk via @LatestDealsUK",False,
4984,3132,08/03/2018,00:52,abrarcricket,@TeamKnowhowUK @curryspcworld very disappointed in the handling of my issue between pc world store and care plan  team. Careplan says one thing and the store says the opposite. Talk about contradiction. Even email from care plan manager means nothing. #poorcustomerservice,False,
4985,3133,08/03/2018,00:56,CASHEWACT2,OMG STEPH CURRYS FACE I LOVE RHOA,False,
4986,3134,08/03/2018,01:13,NBA_Ray,This how Steph Currys first shot back inthe game after taking that nasty flip looked. ,False,
4987,3135,08/03/2018,01:17,TommyYorkshire,"@spencemacdonald that’s a few hours i am not gunna get back! An hour on about hovers. @Dyson came well out of that, @curryspcworld are gunna have a influx of hover orders now. Think should get a free Dyson for that and give a review... How did the parking go @Radio_Gaz ? ",False,
4988,3136,08/03/2018,01:49,iPhillySports,"For Eagles, Vinny Curry’s production just doesn’t match his salary ",False,
4989,3137,08/03/2018,01:55,_ChefKlay,The Currys want Lamar Jackson to play WR,False,
4990,3138,08/03/2018,02:13,vincidadian,theres diff currys nigga?,False,
4993,3141,08/03/2018,03:22,SarahBF3,166° - LG SJ4 soundboard at curry’s - £149 ,False,
4994,3142,08/03/2018,03:22,SarahBF3,111° - NESPRESSO By Krups Prodigio XN410T40 Smart Coffee Machine £75.97 @ Currys ,False,
4996,3144,08/03/2018,03:45,randee_mcgee,@johnsorisio Jess Kovatch's trademark Currys are always the answer so yes,False,
4997,3145,08/03/2018,03:53,DarkShadowZer0,@tobiwan__kenobi @Enodion @Traxus i got 2 pairs both Full Black  currys and under armour,False,
