;text;sentiment;preprocessed_text
400;@Eesommerville Still cannot believe u love currys so much, Chinese was ur life the amount of Indians I've not allowed because you wanted Chinese  ;1;Still cannot believe u love currys so much Chinese was ur life the amount of Indians I have not allowed because you wanted Chinese
401;@pauly__maxwell @curryspcworld It's itchpee;-1;0
402;@ScottieReid @curryspcworld I_ rather she pronounced it like that than totally ruining the language;-1;I_ rather she pronounced it like that than totally ruining the language
403;"@curryspcworld helps you get it right

No they don't

He is Aitch  not haitch

3 is three not free

Well done!!! Thanks for teaching kids to mispronounce,,,, thanks very much!";-1;helps you get it right No they do not He is Aitch not haitch is three not free Well done Thanks for teaching kids to mispronounce thanks very much
404;@curryspcworld very disappointed with the awful service I_e received today! You sold my reserved laptop to another customer, kept me waiting all day and then fobbed me off to another store with zero compensation. And I still have no laptop.;-1;very disappointed with the awful service I_e received today You sold my reserved laptop to another customer kept me waiting all day and then fobbed me off to another store with zero compensation And I still have no laptop
405;Fantastic help today from Adam in @CPWTweets , @curryspcworld, Oxford! What a brilliant guy! Thank you!;1;Fantastic help today from Adam in Oxford What a brilliant guy Thank you
406;I literally can stand skip and that stupid ass  face he makes.. listen to Sharpe pull out all the facts.. yes LeBron better then Durant then skip says Cavs have a bunch of currys on their team lol.. curry was a unanimous league MVP come on man ;-1;I literally can stand skip and that stupid ass face he makes listen to Sharpe pull out all the facts yes LeBron better then Durant then skip says Cavs have a bunch of currys on their team lol curry was a unanimous league MVP come on man
407;"4 months since @curryspcworld team of _xperts left my bath/utility room looking more like a swimming pool &amp; causing damage after failing to plumb waste pipe in correctly and not even as much as an apology from them yet - such appalling customer service! @TeamKnowhowUK @DCSebJ ";-1;months since team of _xperts left my bath utility room looking more like a swimming pool causing damage after failing to plumb waste pipe in correctly and not even as much as an apology from them yet such appalling customer service
408;Ann Curry_ revenge: fans of anchor say karma has finally come for Matt Lauer  #hollywood #rare;-1;Ann Curry _ revenge fans of anchor say karma has finally come for Matt Lauer
409;@curryspcworld is there a limit to the number of gift vouchers and also the total value of gift vouchers that can be used in store?;0;is there a limit to the number of gift vouchers and also the total value of gift vouchers that can be used in store
410;@Sideways_On @RichardNewby3 Dixons is around, they focus on their currys brand.;1;Dixons is around they focus on their currys brand
411;4K UHD #TVs can be more affordable than you think! Here's a few to suit every budget:  ;0;4K UHD can be more affordable than you think Here s a few to suit every budget
412;Klay Thompson plans to be on Stephen Curry_ golfing level in the next five_ears  ;0;Klay Thompson plans to be on Stephen Curry _ golfing level in the next five_ears
413;"_reate your own company project in Geography is going down great . 

Joe has finally transformed his rough draft into his final design! Take a look 

 Inspired by both @Apple and @curryspcworld 

Leave some feedback for Joe to see next lesson  ";1;_reate your own company project in Geography is going down great Joe has finally transformed his rough draft into his final design Take a look Inspired by both and Leave some feedback for Joe to see next lesson
414;Sad to admit I have a terrible addiction,  I just hope I can rely on family and friends to help me fight it and get back on track.......I've had 3 chicken currys this week and it's only Thursday!;-1;Sad to admit I have a terrible addiction I just hope I can rely on family and friends to help me fight it and get back on track I have had chicken currys this week and it has it is only Thursday
415;@rhian82 We went to Currys and played around and found one with the least annoying buttons;-1;We went to Currys and played around and found one with the least annoying buttons
416;Currys PC World Ad broadcast on Sony Movie Ch just now is in the top 20 Ads on UK Freeview today.Check out our realtime Ad monitoring intelligence  ;0;Currys PC World Ad broadcast on Sony Movie Ch just now is in the top Ads on UK Freeview today Check out our realtime Ad monitoring intelligence
417;Great #onlineretail tactics from @curryspcworld: display a Price Promise when the user copies the name of a product!  ;1;Great tactics from display a Price Promise when the user copies the name of a product
418;Great #onlineretail tactics from @curryspcworld: display a Price Promise when the user copies the name of a product!  ;1;Great tactics from display a Price Promise when the user copies the name of a product
419;@Chefy66867269 @curryspcworld absolutely disgraceful!  @curryspcworld this is really bad customer service!  i thought your shop staff where nad enough!;-1;absolutely disgraceful this is really bad customer service i thought your shop staff where nad enough
420;Great #onlineretail tactics from @curryspcworld: display a Price Promise when the user copies the name of a product!  ;1;Great tactics from display a Price Promise when the user copies the name of a product
421;"#Currys  Extra 300 off the marked price on selected TVs. - #Coupon -&gt; ";0;Extra off the marked price on selected TVs
422;"#Currys  10% off Marked Price on All Aeg Large Kitchen Appliances Over 299. - #Coupon -&gt; ";0;off Marked Price on All Aeg Large Kitchen Appliances Over
423;700 spent on #sonos speaker 5 days ago and it's STILL not in-store for pick up!? #electriccowboys @curryspcworld;-1;spent on speaker days ago and it has it is STILL not in store for pick up
424;@ESLUK @Rainbow6Game @IntelUK @curryspcworld Good luck to everyone playing! ;1;Good luck to everyone playing
425;Smart light bulbs can do more than just impress your guests. Find out how else they can help:  ;1;Smart light bulbs can do more than just impress your guests Find out how else they can help
426;dreadful service today @curryspcworld regarding your 200 off offer exchanging an old laptop.....almost feels like a scam;1;dreadful service today regarding your off offer exchanging an old laptop almost feels like a scam
427;@TeamKnowhowUK Do you have an email address so I can send you details in private as there were various aspects of the service which didn_ reflect well on Currys?;-1;Do you have an email address so I can send you details in private as there were various aspects of the service which didn _ reflect well on Currys
428;Ann Curry_ revenge: fans of anchor say karma has finally come for Matt Lauer  #hollywood #rare;-1;Ann Curry _ revenge fans of anchor say karma has finally come for Matt Lauer
429;We did it. 5 bowls of different currys  #ShinOtsuka #KatcharuBatcharu # # ;1;We did it bowls of different currys
430;Every time I wander into a Currys I get torn between stumping for a nice OLED TV and the fact that I kind of want the TV I have to be the last one I ever own;-1;Every time I wander into a Currys I get torn between stumping for a nice OLED TV and the fact that I kind of want the TV I have to be the last one I ever own
431;" prices as @verynetwork &amp; u can spread the cost)  ";1;prices as u can spread the cost
432;Hey @curryspcworld why the hell am I getting spam snail mail from @teamknowhowuk about warranty for a printer I bought from you? Please make it stop.;-1;Hey why the hell am I getting spam snail mail from about warranty for a printer I bought from you Please make it stop
433;"@seb_ly @curryspcworld @TeamKnowhowUK Wouldn't it be ironic if you're tweeting your response because the printer doesn't work? ;p";-1;Wouldn t it be ironic if you are tweeting your response because the printer does not work p
434;@LexiSellySosij currys are a good place to start with that since its similar in ingredients and method but you can add stuff to it as you became more comfortable with them likewise soups are simple and effective for most things;1;currys are a good place to start with that since its similar in ingredients and method but you can add stuff to it as you became more comfortable with them likewise soups are simple and effective for most things
435;@curryspcworld Wigan Store knowhow #knownothing #notraining;-1;0
436;"Save time and money with Hotpoint  Smart 8kg #WashingMachine now only 269.99!!
 ";0;Save time and money with Hotpoint Smart 8kg now only
437;@curryspcworld #EpicAndComedicFail How is it possible that one of the most well-known gadget and technology providers, doesn_ except contactless payment?;-1;How is it possible that one of the most well known gadget and technology providers doesn _ except contactless payment
438;"The Making of Denzel Curry's ""Ultimate"" With @RONNYJLISTENUP  #STUDIOLIFE,";1;The Making of Denzel Curry s Ultimate With
439;hello #currys and currys;0;0
440;@curryspcworld why can_ I use PayPal for store deliveries but I can for home delivery? Placed an order Saturday and never told it hadn_ gone through. Re-ordered for home delivery today and PayPal is an option. Disappointing;-1;why can _ I use PayPal for store deliveries but I can for home delivery Placed an order Saturday and never told it hadn _ gone through Re ordered for home delivery today and PayPal is an option Disappointing
441;Smart light bulbs can do more than just impress your guests. Find out how else they can help:  ;1;Smart light bulbs can do more than just impress your guests Find out how else they can help
442;@curryspcworld unbelievable...waiting 20 mins to be told your Dyson stock is stolen then trying to buy 100 heater to be told u can_ unless I give you all my contact details....system says no....=sale lost;-1;unbelievable waiting mins to be told your Dyson stock is stolen then trying to buy heater to be told u can _ unless I give you all my contact details system says no sale lost
443;@curryspcworld @TeamKnowhowUK hi, how can I find out if my order will be delivered today (as paid for) when I haven_ received a tracking number yet? Thanks;-1;hi how can I find out if my order will be delivered today as paid for when I haven _ received a tracking number yet Thanks
444;Retail Customer Advisor ;0;0
445;It's your last chance to bag a bargain in the @curryspcworld flash sale. All deals end tonight!  ;0;It s your last chance to bag a bargain in the flash sale All deals end tonight
446;It's your last chance to bag a bargain in the @curryspcworld flash sale. All deals end tonight!  ;0;It s your last chance to bag a bargain in the flash sale All deals end tonight
447;@curryspcworld who do I speak to about service I received in one of your stores please?;-1;who do I speak to about service I received in one of your stores please
448;Hey @curryspcworld why the hell am I getting spam snail mail from @teamknowhowuk about warranty for a printer I bought from you? Please make it stop.;-1;Hey why the hell am I getting spam snail mail from about warranty for a printer I bought from you Please make it stop
449;"Apologies to followers for aggressive tweets to @curryspcworld 
It_ been a shit couple of days.
And they_e been the source of it.
Will post nice pics of goats or something soon x";-1;Apologies to followers for aggressive tweets to It_ been a shit couple of days And they_e been the source of it Will post nice pics of goats or something soon x
450;bluetooth speakers currys See details here:  #tech #review;0;bluetooth speakers currys See details here
451;@delrico First episode I saw was at a Sky Tv stand in Currys - every single kid flocked over to watch it;1;First episode I saw was at a Sky Tv stand in Currys every single kid flocked over to watch it
452;"Loving the colour of this MORPHY RICHARDS Breeze Steam Iron in Mulberry, it comes with a 3 year warranty and it_ got a 25 off 

 ";0;Loving the colour of this MORPHY RICHARDS Breeze Steam Iron in Mulberry it comes with a year warranty and it_ got a off
453;"#Currys - 10% off the Marked Price on Drones. - #PromoCode -&gt;  ";0;off the Marked Price on Drones
454;In this cold weather why not come along to our next tasting day, @adepiff with his African spices @Currylicious4 with home made traditional Currys and to wash it down with a Belgian beer. Saturday 3rd March 10am-2pm @Norfolkfarmshop;0;In this cold weather why not come along to our next tasting day with his African spices with home made traditional Currys and to wash it down with a Belgian beer Saturday 3rd March 10am 2pm
455;In this cold weather why not come along to our next tasting day, @adepiff with his African spices @Currylicious4 with home made traditional Currys and to wash it down with a Belgian beer. Saturday 3rd March 10am-2pm @Norfolkfarmshop;0;In this cold weather why not come along to our next tasting day with his African spices with home made traditional Currys and to wash it down with a Belgian beer Saturday 3rd March 10am 2pm
456;In this cold weather why not come along to our next tasting day, @adepiff with his African spices @Currylicious4 with home made traditional Currys and to wash it down with a Belgian beer. Saturday 3rd March 10am-2pm @Norfolkfarmshop;0;In this cold weather why not come along to our next tasting day with his African spices with home made traditional Currys and to wash it down with a Belgian beer Saturday 3rd March 10am 2pm
457;@curryspcworld massive thanks to Makulus at Chingford store for superb customer care and helping me make a good choice in  my purchase. #customercare #respect;1;massive thanks to Makulus at Chingford store for superb customer care and helping me make a good choice in my purchase
458;@JoeFortenbaugh hope okc brings one of the bench guys on the floor just to step on currys ankles. See how many excuses you come up with after. Play was dirty. Took nick to get 16 to beat okc, want happen again. Stop worrying about Rockets okc is the warri;-1;hope okc brings one of the bench guys on the floor just to step on currys ankles See how many excuses you come up with after Play was dirty Took nick to get to beat okc want happen again Stop worrying about Rockets okc is the warri
459;@fevington Combine the two for the next Currys PC World.;0;Combine the two for the next Currys PC World
460;@957thegame Ok so I hope ray Felton becomes clumsy and steps on currys ankles, or fragile Durant legs;-1;Ok so I hope ray Felton becomes clumsy and steps on currys ankles or fragile Durant legs
461;Steph Currys wife has got a lot of nerve selling pots and pans. Greedy bastards.;-1;Steph Currys wife has got a lot of nerve selling pots and pans Greedy bastards
462;@curryspcworld Sat waiting for a new dishwasher to be delivered and had a call from driver saying failed to load it on to the van - really??? It's not good enough.;-1;Sat waiting for a new dishwasher to be delivered and had a call from driver saying failed to load it on to the van really It s not good enough
463;"Super excited yesterday to have made a purchase #knowhow #pcworld #currys we can set it up for you, great thanks I say, then 24hrs later they did not #knowhow  sales assistant #didnotknowhow to do customer service either most disappointing &amp; poor service overall!";-1;Super excited yesterday to have made a purchase we can set it up for you great thanks I say then 24hrs later they did not sales assistant to do customer service either most disappointing poor service overall
464;"New Samsung Galaxy S9 at Currys from 739 --&gt;
Pre-Order now available. ";0;New Samsung Galaxy S9 at Currys from Pre Order now available
465; is this good???;-1;0
466;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
467;@curryspcworld went to order this online for free delivery, my first available day says this and at 9.99 cost, tried for the day I wanted which was 28/2/18 and that went up to 19.99, this is supposed to be fast free delivery currys!! Beware buyers!! ;-1;went to order this online for free delivery my first available day says this and at cost tried for the day I wanted which was and that went up to this is supposed to be fast free delivery currys Beware buyers
468;@curryspcworld good afternoon, your website suggests there is a 'compare prices' table for other retailers on each product page, I can't seem to find it, can you assist? Thanks;-1;good afternoon your website suggests there is a compare prices table for other retailers on each product page I cannot seem to find it can you assist Thanks
469;@DamonBruce I hope okc sends a bench warmer in the game just to step on currys ankles;-1;I hope okc sends a bench warmer in the game just to step on currys ankles
470;Stephen Curry_ Best Play From Every Game of the 2017-18 Season @terezowens ;1;Stephen Curry _ Best Play From Every Game of the Season
471;"@Biggiie11 @JKap415 They can start by suspending him, if this keeps up it won't be long until someone ""accidentally"" falls on kd or currys knee";-1;They can start by suspending him if this keeps up it will not be long until someone accidentally falls on kd or currys knee
472;@alsmith_glos  - Here's a link to our price match service Al. I hope that helps. Thanks M.A;1;Here s a link to our price match service Al I hope that helps Thanks M A
473;@peddyrcannell @curryspcworld Good point. I think I will.;1;Good point I think I will
474;@curryspcworld You may like to know that your appalling website and associated phone number to help with queries is so bad that is has cost you 600 I was about to spend on a new cooker. Still, your loss is John Lewis's gain.;-1;You may like to know that your appalling website and associated phone number to help with queries is so bad that is has cost you I was about to spend on a new cooker Still your loss is John Lewis s gain
475;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
476;@TeamKnowhowUK Would you be able to price match Amazon's price with yours for this item?  ;0;Would you be able to price match Amazon s price with yours for this item
477;Praying that the world is a better place when my babies grow up. We need more Ellens, more Zendayas, more Obamas, more Oprahs, more Diane Guerreros, more Currys, more Ali_ (yes, Hoover_ bus driver), more LOVE. We need more love.;1;Praying that the world is a better place when my babies grow up We need more Ellens more Zendayas more Obamas more Oprahs more Diane Guerreros more Currys more Ali _ yes Hoover _ bus driver more LOVE We need more love
478;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
479;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
480;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
481;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
482;"Get your Kitchen Appliances, TV+Entertainment, Cameras, Audio, Computing, PC Accessories, Phones &amp; Smart Tech {} From CURRYS PC WORLD||#Curryspcworld #currys #pcworld #london #england #ireland #wales #scotland #londonislovinit ";0;Get your Kitchen Appliances TV Entertainment Cameras Audio Computing PC Accessories Phones Smart Tech From CURRYS PC WORLD
483;"@Oilyduck65 Hi Darren, the 9.99 charge is for next day delivery, the charge for your date of choice does increase the cost to 19.99. For more info on our Delivery charges, take a look at the following;
 - Becky";0;Hi Darren the charge is for next day delivery the charge for your date of choice does increase the cost to For more info on our Delivery charges take a look at the following Becky
484;Praying that the world is a better place when my babies grow up. We need more Ellens, more Zendayas, more Obamas, more Oprahs, more Diane Guerreros, more Currys, more Ali_ (yes, Hoover_ bus driver), more LOVE. We need more love.;1;Praying that the world is a better place when my babies grow up We need more Ellens more Zendayas more Obamas more Oprahs more Diane Guerreros more Currys more Ali _ yes Hoover _ bus driver more LOVE We need more love
485;@TeamKnowhowUK It does not state that on the web page tho, this is my charge for the wed. My local currys does not stock this so I have to travel out to the nearest town that has it in stock. The website is misleading! ;-1;It does not state that on the web page tho this is my charge for the wed My local currys does not stock this so I have to travel out to the nearest town that has it in stock The website is misleading
486;Be careful if you receive a txt like this, it_ a scam  #SCAM #scamtxt @curryspcworld ;-1;Be careful if you receive a txt like this it_ a scam
487;@spacecommunism I then got basically an identical job working for Currys just to hammer home how fucking pointless and meaningless these processes actually are;-1;I then got basically an identical job working for Currys just to hammer home how fucking pointless and meaningless these processes actually are
488;@TeamKnowhowUK doesn't know how to install a washing machine, doesn't recycle a product despite both services being paid for. Now can't contact Team Knowhow or @Curryspcworld to help. Extremely disappointed. Is this the customer service you offer???;-1;does not know how to install a washing machine does not recycle a product despite both services being paid for Now cannot contact Team Knowhow or to help Extremely disappointed Is this the customer service you offer
489;"Currys PC World Business The New name for PC World Business
 
Your favourite business IT products + the full... ";1;Currys PC World Business The New name for PC World Business Your favourite business IT products the full
490;@TeamKnowhowUK It might be worth removing the option from the checkout then. Also some contact re payment not going through would be nice. Lesson learned - don_ shop at Currys in future;-1;It might be worth removing the option from the checkout then Also some contact re payment not going through would be nice Lesson learned don _ shop at Currys in future
491;"@MartinSLewis was looking for vax aaa+ pet carpet solution 1.5ltr. Cheapest I found was 5.99 in currys &amp; amazon prime,  was 9.96, Tesco direct 11.50, Argos 12.49, b&amp;q 13.00 and Robert dyas 13.49. Not sure what the rrp is meant to be for the produc";-1;was looking for vax aaa pet carpet solution ltr Cheapest I found was in currys amazon prime was Tesco direct Argos b q and Robert dyas Not sure what the rrp is meant to be for the produc
492;@CurrysPCWorldIE anybody home ? Phones line nobody is picking up . Delivery is way delayed . No call no text . Nothing . Currys you are number 1 in bad service . No 1 .;-1;anybody home Phones line nobody is picking up Delivery is way delayed No call no text Nothing Currys you are number in bad service No
493;A yr later Under armour dropped some dope currys I couldnt cop smh ;-1;A yr later Under armour dropped some dope currys I couldnt cop smh
494;WIN! A 10,000 ultimate advent calendar with Currys PC World go to  ;1;WIN A ultimate advent calendar with Currys PC World go to
495;Everyone is calling for Pachulia to be banned from the NBA. Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in 2015?;1;Everyone is calling for Pachulia to be banned from the NBA Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in
496;Everyone is calling for Pachulia to be banned from the NBA. Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in 2015?;1;Everyone is calling for Pachulia to be banned from the NBA Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in
497;@curryspcworld So how long do I have to wait for 1 of you to get back to me about this cooker you scammed me with it_ still not been repaired robbing bastards;-1;So how long do I have to wait for of you to get back to me about this cooker you scammed me with it_ still not been repaired robbing bastards
498;Can you find receipts for previous purchases @curryspcworld;-1;Can you find receipts for previous purchases
499;Everyone is calling for Pachulia to be banned from the NBA. Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in 2015?;1;Everyone is calling for Pachulia to be banned from the NBA Where were these people when Dellavadova was diving at back to back unanimous MVP Currys knees in
